262.2    48   108   169   269   395  1396  2228  4149  5904
263.1    48   106   166   272   412  1390  2417  4525  6147
264.0    49   105   164   273   418  1407  2366  4159  6020
264.9    48   104   162   272   417  1399  2478  4420  5754
265.8    48   103   161   270   420  1342  2450  4154  6065
266.6    47   102   158   267   393  1270  2363  4113  6044
267.5    45   100   157   265   407  1283  2556  4059  5870
268.4    44    99   156   263   410  1226  2207  3918  5479
269.3    43    97   154   261   417  1212  2284  4157  5819
270.2    43    96   152   255   445  1219  2498  4078  5758
271.1    43    94   149   249   436  1237  2318  4131  5738
272.0    43    93   147   243   455  1220  2411  3911  5918
272.9    42    92   145   238   469  1210  2206  4064  5935
273.8    41    89   142   235   462  1231  2390  3812  5641
274.6    40    88   140   232   427  1283  2294  3940  5649
275.5    40    87   137   230   419  1206  2297  3974  5323
276.4    39    85   134   228   438  1245  2259  3970  5508
277.3    39    83   133   225   474  1247  2180  3650  5609
278.2    38    82   130   221   449  1149  2395  3887  5370
279.1    37    80   128   218   444  1142  2244  3852  5545
280.0    35    79   126   216   486  1189  2103  3855  5552
280.9    34    77   124   213   490  1111  2231  3935  5601
281.8    33    75   122   212   458  1105  2103  3783  5354
282.6    33    73   118   213   485  1082  2296  3840  5636
283.5    33    72   116   213   448  1040  2166  3873  5557
284.4    32    70   113   207   490  1051  2258  3541  5531
285.3    31    68   110   199   484  1130  2030  3766  5254
286.2    30    67   104   195   482  1101  2058  3517  5410
287.1    29    65   102   189   549  1053  2047  3352  5208
288.0    29    64    99   184   543   996  2023  3476  5223
288.9    29    63    97   179   517  1084  1986  3458  5497
289.8    28    60    95   178   517  1024  1979  3360  5282
290.6    27    59    93   181   509   975  1983  3321  4992
291.5    26    57    90   177   543   916  1891  3404  4986
292.4    25    56    87   177   551   959  1939  3391  4929
293.3    24    54    85   174   545  1039  1924  3367  4829
294.2    23    52    82   177   565   974  1884  3320  4950
295.1    23    50    79   176   566   942  1749  3148  4803
296.0    22    48    76   173   539   957  1752  2963  4467
296.9    22    47    74   167   501   899  1785  3067  4699
297.8    21    46    72   162   481   905  1638  3061  4468
298.6    20    44    69   154   508   837  1660  3066  4443
299.5    19    42    67   146   526   784  1495  3038  4177
300.4    19    40    64   140   505   843  1535  2779  4412
301.3    18    39    61   135   497   809  1478  2756  4258
302.2    17    37    59   129   464   819  1604  2678  4474
303.1    17    35    56   125   444   788  1461  2720  4513
304.0    16    34    54   117   440   781  1478  2714  4431
